Codigo_Item,Descripcion_Item
61316,INCISIÓN Y LOCÁLIZACIÓN SUBCUTÁNEA DE INJERTO DE HUESO CRANEANO. (REGISTRAR SEPARADAMENTE ADICIONALMENTE AL CÓDIGO DEL PROCEDIMIENTO PRIMARIO)
61320,"CRANIECTOMÍA O CRANEOTOMÍA, DRENAJE DE ABSCESO INTRACRANIAL, SUPRATENTORIAL"
61321,"CRANIECTOMÍA O CRANEOTOMÍA, DRENAJE DE ABSCESO INTRACRANIAL, INFRATENTORIAL"
61322,"CRANIECTOMÍA O CRANEOTOMÍA, DESCOMPRESIVA, CON O SIN DURAPLASTÍA, PARA TRATAMIENTO DE HIPERTENSIÓN INTRACRANEAL, SIN EVACUACIÓN DE HEMATOMA INTRAPARENQUIMAL ASOCIADO, SIN LOBECTOMÍA"
61323,"CRANIECTOMÍA O CRANEOTOMÍA, DESCOMPRESIVA, CON O SIN DURAPLASTÍA, PARA TRATAMIENTO DE HIPERTENSIÓN INTRACRANEAL, SIN EVACUACIÓN DE HEMATOMA INTRAPARENQUIMAL ASOCIADO, CON LOBECTOMÍA"
61330,DESCOMPRESIÓN (UNICAMENTE) DE LA ÓRBITA, ABORDAJE TRANSCRANEAL
61332,EXPLORACIÓN DE ÓRBITA CON BIOPSIA, ABORDAJE TRANSCRANEAL
61333,EXPLORACIÓN DE ÓRBITA CON REMOCIÓN DE LESIÓN, ABORDAJE TRANSCRANEAL
61334,EXPLORACIÓN DE ÓRBITA CON REMOCIÓN DE CUERPO EXTRAÑO, ABORDAJE TRANSCRANEAL
61340,DESCOMPRESIÓN CRANEAL SUBTEMPORAL (PSEUDOTUMOR CEREBRAL, SÍNDROME DE VENTRÍCULO ABIERTO
61341,CORRECCIÓN QUIRÚRGICA DE PLATIBASIA
61343,CRANIECTOMÍA, SUB OCCIPITAL CON LAMINECTOMÍA CERVICAL PARA DESCOMPRESIÓN DEL BULBO Y MÉDULA ESPINAL, CON O SIN INJERTO DURAL (P. EJ. MALFORMACIÓN DE ARNOLD-CHIARI)
61345,OTRO PROCEDIMIENTO DE DESCOMPRESIÓN CRANEAL DE LA FOSA POSTERIOR
61440,CRANEOTOMÍA PARA SECCIÓN DE LA TIENDA DEL CEREBELO (PROCEDIMIENTO SEPARADO)
61450,CRANIECTOMÍA SUBTEMPORAL PARA SECCIÓN, COMPRESIÓN O DESCOMPRESIÓN DE LA RAÍZ SENSORIAL DEL GANGLIO DE GASSER
61458,CRANIECTOMÍA SUBOCCIPITAL PARA EXPLORACIÓN O DESCOMPRESIÓN DE NERVIOS CRANEALES
61460,CRANIECTOMÍA SUBOCCIPITAL PARA SECCIÓN DE UNO O MÁS NERVIOS CRANEALES
61470,CRANIECTOMÍA SUBOCCIPITAL PARA TRACTOTOMIA MEDULAR
61480,CRANIECTOMÍA SUBOCCIPITAL PARA TRACTOTOMIA O PEDUNCULOTOMIA MESENCEFÁLICA
61490,CRANEOTOMÍA PARA LOBOTOMÍA, INCLUYENDO CINGULOTOMÍA
61500,CRANIECTOMÍA CON ESCICIÓN DE TUMOR U OTRA LESIÓN ÓSEA DEL CRÁNEO
61501,CRANIECTOMÍA POR OSTEOMIELITIS
61510,"CRANIECTOMÍA, TREPANACIÓN, CRANEOTOMÍA CON COLGAJO ÓSEO, PARA ESCICIÓN DE TUMOR SUPRATENTORIAL, EXCEPTO MENINGIOMA"
61512,"CRANIECTOMÍA, TREPANACIÓN, CRANEOTOMÍA CON COLGAJO ÓSEO, PARA ESCICIÓN DE MENINGIOMA, SUPRATENTORIAL"
61514,"CRANIECTOMÍA, TREPANACIÓN, CRANEOTOMÍA CON COLGAJO ÓSEO, PARA ESCICIÓN DE ABSCESO, SUPRATENTORIAL"
61516,CRANIECTOMIA O CRANEOTOMIA PARA EXCISION DE QUISTE SUPRATENTORIAL
61517,IMPLANTACIÓN DE AGENTE QUIMIOTERÁPICO INTRACAVITARIO CEREBRAL (REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO DE PROCEDIMIENTO PRIMARIO)
61518,"CRANIECTOMÍA PARA ESCICIÓN DE TUMOR CEREBRAL INFRATENTORIAL O DE FOSA POSTERIOR, EXCEPTO MENINGIOMA, TUMOR DE ÁNGULO PONTOCEREBELOSO O TUMOR EN LA LÍNEA MEDIA DE LA BASE DE CRÁNEO"
61519,"CRANIECTOMÍA PARA ESCICIÓN DE TUMOR CEREBRAL INFRATENTORIAL O DE FOSA POSTERIOR, MENINGIOMA"
61520,"CRANIECTOMÍA PARA ESCICIÓN DE TUMOR CEREBRAL INFRATENTORIAL O DE FOSA POSTERIOR, TUMOR DE ÁNGULO PONTOCEREBELOSO"
61521,"CRANIECTOMÍA PARA ESCICIÓN DE TUMOR CEREBRAL INFRATENTORIAL O DE FOSA POSTERIOR, TUMOR DE LÍNEA MEDIA DE BASE DE CRÁNEO"
61522,"CRANIECTOMÍA, INFRATENTORIAL O DE FOSA POSTERIOR, PARA ESCICIÓN DE ABSCESO CEREBRAL"
61523,DEBRIDACIÓN DE ABSCESO EPICRANEAL
61524,"CRANIECTOMÍA, INFRATENTORIAL O DE FOSA POSTERIOR, PARA ESCICIÓN O FENESTRACIÓN DE QUISTE"
61524.01,TUMOR DE LA REGION PINEAL
61525,RESECCION DE TUMOR INRAVENTRICULAR
61526,CRANIECTOMÍA, CRANIOTOMÍA CON COLGAJO ÓSEO, TRANSTEMPORAL (MÁSTOIDES) PARA ESCICIÓN DE TUMOR DE ÁNGULO POSTOCEREBELOSO
61527,RESECCION DE TUMOR DE BASE DE CRANEO
61528,RESECCION DE MENINGIOMA RECIDIVANTE
61530,"CRANIECTOMÍA, CRANIOTOMÍA CON COLGAJO ÓSEO, TRANSTEMPORAL (MÁSTOIDES) PARA ESCICIÓN DE TUMOR DE ÁNGULO POSTOCEREBELOSO, COMBINADO CON CRANIECTOMIA/CRANIOTOMÍA DE FOSA POSTERIOR/MEDIA"
61531,IMPLANTACIÓN SUBDURAL DE TIRAS DE ELECTRODOS A TRAVÉS DE UNO O MÁS AGUJEROS DE TREPANACIÓN PARA MONITOREO DE CONVULSIONES A LARGO PLAZO
61533,"CRANEOTOMÍA CON ELEVACIÓN DE COLGAJO ÓSEO, PARA IMPLANTACIÓN SUBDURAL DE PLANCHA DE ELECTRODOS PARA MONITOREO DE CONVULSIONES A LARGO PLAZO"
61534,"CRANEOTOMÍA CON ELEVACIÓN DE COLGAJO ÓSEO, PARA ESCICIÓN DE FOCO EPILEPTÓGENO SIN ELECTROCORTICOGRAFIA DURANTE LA CIRUGÍA"
61535,"CRANEOTOMÍA CON ELEVACIÓN DE COLGAJO ÓSEO, PARA REMOCIÓN DE PLANCHA DE ELECTRODOS SUBDURAL O EPIDURAL SIN ESCICIÓN DE TEJIDO CEREBRAL (PROCEDIMIENTO SEPARADO)"
61536,"CRANEOTOMÍA CON ELEVACIÓN DE COLGAJO ÓSEO, PARA ESCICIÓN DE FOCO EPILEPTÓGENO, CON ELECTROCORTICOGRAFIA DURANTE LA CIRUGÍA (INCLUYE LA REMOCIÓN DE LA PLANCHA DE ELECTRODOS)"
61537,"CRANEOTOMÍA CON ELEVACIÓN DE COLGAJO ÓSEO, PARA LOBECTOMÍA, LÓBULO TEMPORAL, SIN ELECTROCORTICOGRAFIA DURANTE LA CIRUGÍA"
61538,"CRANEOTOMÍA CON ELEVACIÓN DE COLGAJO ÓSEO, PARA LOBECTOMÍA TEMPORAL CON ELECTROCORTICOGRAFÍA DURANTE LA OPERACIÓN QUIRÚRGICA"
61539,"CRANEOTOMÍA CON ELEVACIÓN DE COLGAJO ÓSEO, PARA LOBECTOMÍA, QUE NO SEA DE LÓBULO TEMPORAL, PARCIAL O TOTAL, CON ELECTROCORTICOGRAFÍA DURANTE LA OPERACIÓN QUIRÚRGICA"
61540,"CRANEOTOMÍA CON ELEVACIÓN DE COLGAJO ÓSEO, PARA LOBECTOMÍA, QUE NO SEA DE LÓBULO TEMPORAL, PARCIAL O TOTAL, SIN ELECTROCORTICOGRAFÍA DURANTE LA OPERACIÓN QUIRÚRGICA"
61541,"CRANEOTOMÍA CON ELEVACIÓN DE COLGAJO ÓSEO, PARA TRANSECCIÓN DE CUERPO CALLOSO"
61542,CRANEOTOMÍA CON ELEVACIÓN DE COLGAJO ÓSEO PARA HEMIFERECTOMÍA TOTAL
61543,CRANEOTOMÍA CON ELEVACIÓN DE COLGAJO ÓSEO PARA HEMIFERECTOMÍA PARCIAL O SUBTOTAL (FUNCIONAL)
61544,CRANEOTOMÍA CON ELEVACIÓN DE COLGAJO ÓSEO, PARA ESCICIÓN O COAGULACIÓN DE PLEXO COROIDEO
61545,CRANEOTOMÍA CON ELEVACIÓN DE COLGAJO ÓSEO, PARA ESCICIÓN DE CRANIOFARINGIOMA
61546,CRANEOTOMÍA PARA HIPOFISECTOMÍA O ESCICIÓN DE TUMOR HIPOFISARIO, ABORDAJE INTRACRANEAL
61548,HIPOFISECTOMÍA O ESCICIÓN DE TUMOR HIPOFISARIO, ABORDAJE TRANSNASAL O TRANSEPTAL, NO ESTEREOTÁXICO
61550,"CRANIECTOMÍA PARA CRANIOSINOSTOSIS, UNA SOLA SUTURA CRANEAL"
61552,"CRANIECTOMÍA PARA CRANIOSINOSTOSIS, MÚLTIPLES SUTURAS CRANEALES"
61556,"CRANIECTOMÍA PARA CRANIOSINOSTOSIS, CON COLGAJO ÓSEO FRONTAL O PARIETAL"
61557,"CRANIECTOMÍA PARA CRANIOSINOSTOSIS, CON COLGAJO ÓSEO BIFRONTAL"
61558,"CRANIECTOMÍA AMPLIA POR CRANIOSINOSTOSIS DE VARIAS SUTURAS CRANEALES (CRÁNEO EN HOJA DE TRÉBOL), QUE NO REQUIERA INJERTOS ÓSEOS"
61559,"CRANIECTOMÍA AMPLIA POR CRANIOSINOSTOSIS DE VARIAS SUTURAS CRANEALES (P. EJ. CRÁNEO EN HOJA DE TRÉBOL), QUE REQUIERE RECOMPOSICIÓN CON MÚLTIPLES OSTEOTOMÍAS E INJERTOS ÓSEOS (P. EJ. PROCEDIMIENTO DE BARREL-STAVE) (SE INCLUYE LA OBTENCIÓN DE INJERTOS)"
61563,"ESCICIÓN, INTRACRANIAL Y EXTRACRANIAL, DE TUMOR BENIGNO DE CRÁNEO (P. EJ. DISPLASIA FIBROSA), SIN DESCOMPRESIÓN DEL NERVIO ÓPTICO"
61564,"ESCICIÓN, INTRACRANEAL Y EXTRACRANEAL, DE TUMOR BENIGNO DE CRÁNEO (P. EJ. DISPLASIA FIBROSA), CON DESCOMPRESIÓN DEL NERVIO ÓPTICO"
61566,"CRANEOTOMÍA CON ELEVACIÓN DE COLGAJO ÓSEO, POR AMIGDALOHIPOCAMPECTOMÍA SELECTIVA"
61567,"CRANEOTOMÍA CON ELEVACIÓN DE COLGAJO ÓSEO, POR TRANSECCIONES SUBPIALES MÚLTIPLES, CON ELECTROCORTICOGRAFÍA DURANTE LA CIRUGÍA"
61570,"CRANIECTOMÍA O CRANEOTOMÍA, PARA ESCICIÓN DE CUERPO EXTRAÑO DE CEREBRO"
61571,"CRANIECTOMÍA O CRANEOTOMÍA, CON TRATAMIENTO DE HERIDA PENETRANTE DEL CEREBRO"
61575,ABORDAJE TRANSORAL DE BASE DE CRÁNEO, TALLO ENCEFÁLICO O MÉDULA ESPINAL ALTA PARA BIOPSIA, DESCOMPRESIÓN O ESCICIÓN DE LESIÓN
61576,ABORDAJE TRANSORAL DE BASE DE CRÁNEO, TALLO ENCEFÁLICO O MÉDULA ESPINAL ALTA PARA BIOPSIA, DESCOMPRESIÓN O ESCICIÓN DE LESIÓN, QUE REQUIERE ESCICIÓN DE LA LENGUA Y/O MANDÍBULA (INCLUYENDO TRAQUEOTOMÍA)
61580,"ABORDAJE CRANEOFACIAL A LA FOSA ANTERIOR, EXTRADURAL, INCLUYENDO RINOTOMIA LATERAL ETMOIDECTOMIA, ESFENOIDECTOMÍA SIN MAXILECTOMIA O EXENTERESIS DE LA ÓRBITA"
61581,"ABORDAJE CRANEOFACIAL A LA FOSA ANTERIOR, EXTRADURAL, INCLUYENDO RINOTOMIA LATERAL, EXENTERACIÓN ORBITAL, ETMOIDECTOMIA, ESFENOIDECTOMÍA, Y/O MAXILECTOMIA"
61582,ABORDAJE CRANEOFACIAL A LA FOSA ANTERIOR, EXTRADURAL, INCLUYENDO CRANIOTOMÍA UNILATERAL O BILATERAL, ELEVACIÓN DE LÓBULO(S) FRONTALES, OSTEOTOMÍA DE BASE DE FOSA CRANEAL ANTERIOR
61583,ABORDAJE CRANEOFACIAL A LA FOSA ANTERIOR, INTRADURAL, INCLUYENDO CRANIOTOMÍA UNILATERAL O BILATERAL, ELEVACIÓN O RESECCIÓN DE LÓBULO FRONTAL, OSTEOTOMÍA DE BASE DE FOSA CRANEAL ANTERIOR
61584,ABORDAJE ÓRBITOCRANEAL A LA FOSA CRANEAL ANTERIOR, EXTRADURAL, INCLUYENDO OSTEOTOMÍA DE BORDE SUPRAORBITAL Y ELEVACIÓN DE LÓBULOS FRONTAL Y/O TEMPORAL, SIN EXENTERESIS DE LA ÓRBITA
61585,ABORDAJE ÓRBITOCRANEAL A LA FOSA CRANEAL ANTERIOR, EXTRADURAL, INCLUYENDO OSTEOTOMÍA DE BORDE SUPRAORBITAL Y ELEVACIÓN DE LÓBULOS FRONTAL Y/O TEMPORAL, CON EXENTERESIS DE LA ÓRBITA
61586,ABORDAJE BICORONAL, TRANSCIGOMÁTICO Y/U OSTEOTOMÍA DE LE FORT I A LA FOSA CRANEAL ANTERIOR CON O SIN FIJACIÓN INTERNA, SIN INJERTO ÓSEO
61587,RESECCION DE GLIOMA CEREBRAL O MEDULAR (TUMOS CEREBELO)
61588,RESECCION DE MENINGIOMA DE AGUJERO MAGNO (TUMOR CEREBELO MEDULAR)
61589,RESECCION DE MENINGIOMA PETROCLIVAL
61590,ABORDAJE INFRATEMPORAL PREAURICULAR A LA FOSA CRANEAL MEDIA (ESPACIO PARAFARÍNGEO, BASE DE CRÁNEO EN LA LÍNEA MEDIA E INFRATEMPORAL, NASOFARÍNGE) CON O SIN DESARTICULACIÓN DE LA MANDÍBULA, INCLUYENDO PAROTIDECTOMÍA, CRANIOTOMÍA, DESCOMPRESIÓN Y/O MOVILIZA
61591,ABORDAJE INFRATEMPORAL POSTAURICULAR A LA FOSA CRANEAL MEDIA (MEATO AUDITIVO INTERNO, ÁPEX PETROSO, TENTORIO, SENO CAVERNOSO, AREA PARASELAR, FOSA INFRATEMPORAL) INCLUYENDO MÁSTOIDECTOMÍA, RESECCIÓN DEL SENO SIGMOIDEO, CON O SIN DESCOMPRESIÓN Y/O MOVILIZA
61592,ABORDAJE CIGOMÁTICO ÓRBITOCRANEAL A LA FOSA MEDIA (SENO CAVERNOSO Y ARTERIA CARÓTIDA, CLIVUS, ARTERIA BASILAR O ÁPEX PETROSO) INCLUYENDO OSTEOTOMÍA DE CIGOMA, CRANEOTOMÍA, ELEVACIÓN EXTRA O INTRADURAL DEL LÓBULO TEMPORAL
61595,ABORDAJE TRANSTEMPORAL A LA FOSA POSTERIOR, FORAMEN YUGULAR O LÍNEA MEDIA DE BASE DEL CRÁNEO, INCLUYENDO MÁSTOIDECTOMÍA, DESCOMPRESIÓN DEL SENO SIGMOIDE Y/O DEL NERVIO FACIAL, CON O SIN MOVILIZACIÓN
61596,ABORDAJE TRANSCOCLEAR A LA FOSA POSTERIOR, FORAMEN YUGULAR O LÍNEA MEDIA DE BASE DEL CRÁNEO, INCLUYENDO LABERINTECTOMÍA, DESCOMPRESIÓN CON O SIN MOVILIZACIÓN DEL NERVIO FACIAL Y/O DE ARTERIA CARÓTIDA PETROSA
61597,ABORDAJE TRANSCONDÍLEO (EXTREMO LATERAL) A LA FOSA POSTERIOR, FORAMEN YUGULAR O LÍNEA MEDIA DE BASE DEL CRÁNEO, INCLUYENDO CONDILECTOMÍA OCCIPITAL, MÁSTOIDECTOMÍA, RESECCIÓN DE CUERPO(S) VERTEBRAL(ES) C1-C3, DESCOMPRESIÓN DE ARTERIA VERTEBRAL, CON O SIN M
61598,ABORDAJE TRANSPETROSO A LA FOSA POSTERIOR, CLIVUS O FORAMEN MAGNUM, INCLUYENDO LIGADURA DE SENO PETROSO SUPERIOR Y/O DE SENO SIGMOIDE
61600,RESECCIÓN O ESCICIÓN DE LESIÓN INFECCIOSA, VASCULAR O NEOPLÁSICA DE LA BASE DE LA FOSA CRANEAL ANTERIOR, EXTRADURAL
61601,RESECCIÓN O ESCICIÓN DE LESIÓN INFECCIOSA, VASCULAR O NEOPLÁSICA DE LA BASE DE LA FOSA CRANEAL ANTERIOR, INTRADURAL, INCLUYENDO LA REPARACIÓN DE LA DURAMADRE CON O SIN INJERTO
61605,"RESECCIÓN O ESCICIÓN DE LESIÓN INFECCIOSA, VASCULAR O NEOPLÁSICA DE LA FOSA INFRATEMPORAL, ESPACIO PARAFARÍNGEO, ÁPEX PETROSO, EXTRADURAL"
61606,"RESECCIÓN O ESCICIÓN DE LESIÓN INFECCIOSA, VASCULAR O NEOPLÁSICA DE LA FOSA INFRATEMPORAL, ESPACIO PARAFARÍNGEO, ÁPEX PETROSO, INTRADURAL, INCLUYENDO LA REPARACIÓN DE LA DURAMADRE CON O SIN INJERTO"
61607,"RESECCIÓN O ESCICIÓN DE LESIÓN INFECCIOSA, VASCULAR O NEOPLÁSICA EN REGIÓN PARASELAR, SENO CAVERNOSO, CLIVUS O LÍNEA MEDIA DE BASE DE CRÁNEO, EXTRADURAL"
61608,"RESECCIÓN O ESCICIÓN DE LESIÓN INFECCIOSA, VASCULAR O NEOPLÁSICA DE LA REGIÓN PARASELAR, SENO CAVERNOSO, CLIVUS O LÍNEA MEDIA DE BASE DE CRÁNEO, INTRADURAL, INCLUYENDO LA REPARACIÓN DE LA DURAMADRE CON O SIN INJERTO"
61609,"TRANSECCIÓN O LIGADURA, ARTERIA CARÓTIDA EN EL SENO CAVERNOSO, SIN REPARACIÓN (REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO DE PROCEDIMIENTO PRIMARIO)"
61610,"TRANSECCIÓN O LIGADURA, ARTERIA CARÓTIDA EN EL SENO CAVERNOSO, CON REPARACIÓN MEDIANTE ANASTOMOSIS O INJERTO (REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO DE PROCEDIMIENTO PRIMARIO)"
61611,"TRANSECCIÓN O LIGADURA, ARTERIA CARÓTIDA A NIVEL DEL CANAL PETROSO, SIN REPARACIÓN. REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO DE PROCEDIMIENTO PRIMARIO"
61612,"TRANSECCIÓN O LIGADURA, ARTERIA CARÓTIDA A NIVEL DEL CANAL PETROSO, CON REPARACIÓN MEDIANTE ANASTOMOSIS O INJERTO (REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO DE PROCEDIMIENTO PRIMARIO)"
61613,OBLITERACIÓN DE ANEURISMA CAROTIDEO, MALFORMACIÓN ARTERIOVENOSA O FÍSTULA CARÓTIDA - CAVERNOSA MEDIANTE DISECCIÓN DENTRO DEL SENO CAVERNOSO
61615,"RESECCIÓN O ESCICIÓN DE LESIÓN INFECCIOSA, VASCULAR O NEOPLÁSICA DE BASE DE FOSA POSTERIOR, FORAMEN YUGULAR, FORAMEN MAGNUM, O NIVEL DE CUERPOS VERTEBRALES C1-C3, EXTRADURAL"
61616,"RESECCIÓN O ESCICIÓN DE LESIÓN INFECCIOSA, VASCULAR O NEOPLÁSICA DE BASE DE FOSA POSTERIOR, FORAMEN YUGULAR, FORAMEN MAGNUM, O CUERPOS VERTEBRALES DE NIVEL C1-C3, INTRADURAL, INCLUYENDO REPARACIÓN DE LA DURAMADRE, CON O SIN INJERTO"
61618,"CORRECCIÓN SECUNDARIA DE LA DURA POR ESCAPE DE LCR, FOSA ANTERIOR, MEDIA O POSTERIOR, DESPUÉS DE CIRUGÍA DE BASE DEL CRÁNEO, MEDIANTE INJERTO LIBRE DE TEJIDO (P. EJ. PERICRÁNEO, FASCIA, TENSOR DE LA FASCIA LATA, TEJIDO ADIPOSO, INJERTOS SINTÉTICOS U HOMÓL"
61619,"CORRECCIÓN SECUNDARIA DE LA DURA POR ESCAPE DE LCR, FOSA ANTERIOR, MEDIA O POSTERIOR, DESPUÉS DE CIRUGÍA DE BASE DEL CRÁNEO, MEDIANTE COLGAJO DE PEDÍCULO VASCULARIZADO REGIONAL O LOCAL O COLGAJO MIOCUTÁNEO (INCLUYENDO MUSCULO OCCIPITAL, FRONTAL, TEMPORAL"
61623,OCLUSIÓN ARTERIAL CON BALÓN ENDOVASCULAR EN CABEZA O CUELLO (EXTRACRANEAL/INTRACRANEAL) INCLUYENDO LA CATETERIZACIÓN SELECTIVA DEL VASO QUE SE OCLUIRÁ, CON COLOCACIÓN E INSUFLACIÓN DEL BALÓN, MONITOREO NEUROLÓGICO CONCOMITANTE, Y SUPERVISIÓN RADIOLÓGICA E
61624,OCLUSIÓN PERMANENTE TRANSCATÉTER O EMBOLIZACIÓN POR VIA PERCUTÁNEAS (P. EJ. PARA DESTRUCCION DE TUMOR, PARA CONSEGUIR HEMOSTASIA, PARA OCLUIR A MALFORMACION VASCULAR) POR CUALQUIER MÉTODO DENTRO DEL SISTEMA NERVIOSO CENTRAL (INTRACRANEAL, MEDULA ESPINAL)
61626,OCLUSIÓN TRANSCATÉTER PERMANENTE O EMBOLIZACIÓN POR VIA PERCUTÁNEA (P. EJ. PARA DESTRUCCIÓN DE TUMOR, PARA CONSEGUIR HEMOSTASIA, PARA OCLUIR A MALFORMACIÓN VASCULAR) POR CUALQUIER MÉTODO, FUERA DEL SISTEMA NERVIOSO CENTRAL, EN LA CABEZA O CUELLO (EXTRACRA
61630,ANGIOPLASTÍA CON BALÓN INTRACRANEAL (P. EJ. ESTENOSIS ATEROSCLERÓTICA) PERCUTÁNEA
61635,COLOCACIÓN TRANSCATÉTER DE STENT(S) INTRACRANIALES (P. EJ. ESTENOSIS ATEROSCLERÓTICA) INCLUYENDO ANGIOPLASTÍA CON BALÓN, SI SE REALIZA
61640,DILATACIÓN CON BALÓN DE VASO ESPASMO INTRACRANEAL, PERCUTÁNEO, PRIMER VASO SANGUÍNEO
61641,DILATACIÓN CON BALÓN DE VASO ESPASMO INTRACRANEAL PERCUTÁNEO, CADA VASO SANGUÍNEO ADICIONAL DE UNA MISMA FAMILIA VASCULAR (REGISTRAR POR SEPARADO ADICIONALMENTE AL PROCEDIMIENTO PRIMARIO)
61642,DILATACIÓN CON BALÓN DE VASO ESPASMO INTRACRANEAL, PERCUTÁNEO, CADA VASO SANGUÍNEO ADICIONAL DE UNA FAMILIA VASCULAR DIFERENTE (REGISTRAR POR SEPARADO ADICIONALMENTE AL PROCEDIMIENTO PRIMARIO)
61680,"CIRUGÍA DE MALFORMACIÓN ARTERIOVENOSA INTRACRANEAL, SUPRATENTORIAL, SIMPLE"
61682,"CIRUGÍA DE MALFORMACIÓN ARTERIOVENOSA INTRACRANEAL, SUPRATENTORIAL, COMPLEJA"
61684,"CIRUGÍA DE MALFORMACIÓN ARTERIOVENOSA INTRACRANEAL, INFRATENTORIAL, SIMPLE"
61686,"CIRUGÍA DE MALFORMACIÓN ARTERIOVENOSA INTRACRANEAL, INFRATENTORIAL, COMPLEJA"
61690,"CIRUGÍA DE MALFORMACIÓN ARTERIOVENOSA INTRACRANEAL, EN LA DURAMADRE, SIMPLE"
61692,"CIRUGÍA DE MALFORMACIÓN ARTERIOVENOSA INTRACRANEAL, EN LA DURAMADRE, COMPLEJA"
61697,"CIRUGÍA DE ANEURISMA ARTERIOVENOSO INTRACRANEAL, ABORDAJE INTRACRANEAL, CIRCULACIÓN CAROTIDEA"
61698,"CIRUGÍA DE ANEURISMA ARTERIOVENOSO INTRACRANEAL, ABORDAJE INTRACRANEAL, CIRCULACIÓN VERTEBROBASILAR"
61700,"CIRUGÍA DE ANEURISMA INTRACRANEAL SIMPLE, ABORDAJE INTRACRANEAL, DEPENDIENTE DE CIRCULACIÓN CAROTIDEA"
61702,"CIRUGÍA DE ANEURISMA INTRACRANEAL SIMPLE, ABORDAJE INTRACRANEAL, DEPENDIENTE DE CIRCULACIÓN VERTEBROBASILAR"
61703,CIRUGÍA DE ANEURISMA INTRACRANEAL, ABORDAJE CERVICAL MEDIANTE APLICACIÓN DE UN CLIP OCLUSIVO A LA ARTERIA CARÓTIDA CERVICAL (TIPO SELVERSTONE-CRUTCHFIELD)
61705,"CIRUGÍA DE MALFORMACIÓN VASCULAR O FÍSTULA CARÓTIDA-CAVERNOSA, MEDIANTE OCLUSIÓN INTRACRANEAL Y CERVICAL DE LA ARTERIA CARÓTIDA"
61708,"CIRUGÍA DE MALFORMACIÓN VASCULAR O FÍSTULA CARÓTIDA-CAVERNOSA, MEDIANTE ELECTROTROMBOSIS INTRACRANEAL"
61709,CLIPAJE DE ANEURISMA CEREBRAL UNICO
61709.01,CLIPAJE DE ANEURISMA CEREBRAL MULTIPLE
61710,"CIRUGÍA DE MALFORMACIÓN VASCULAR O FÍSTULA CARÓTIDA-CAVERNOSA, MEDIANTE EMBOLIZACIÓN INTRAARTERIAL, INYECCIÓN, O CATÉTER DE BALÓN"
61711,ANASTOMOSIS ARTERIAL, ARTERIAS EXTRACRANEAL INTRACRANEAL (P. EJ. CEREBRAL MEDIA/CORTICAL)
61712,RESECCION DE CAVERNOMA DE TRONCO CEREBRAL
61712.01,RESECCION DE CAVERNOMA HEMISFERICO
61720,PRODUCCIÓN DE LESIÓN MEDIANTE MÉTODO ESTEREOTÁXICO, INCLUYENDO AGUJEROS DE TALADRO Y TÉCNICAS DE LOCÁLIZACIÓN Y GRABACIÓN, EN GLOBO PÁLIDO O TÁLAMO EN UNA ETAPA O VARIAS ETAPAS
61735,PRODUCCIÓN DE LESIÓN MEDIANTE MÉTODO ESTEREOTÁXICO, INCLUYENDO AGUJEROS DE TREPANACIÓN Y TÉCNICAS DE LOCÁLIZACIÓN Y GRABACIÓN, EN UNA ESTRUCTURA SUBCORTICAL QUE NO SEA GLOBO PÁLIDO O TÁLAMO EN UNA ETAPA O VARIAS ETAPAS
61750,BIOPSIA, ASPIRACIÓN O ESCICIÓN POR ESTEREOTAXIA PARA LESIONES INTRACRANEALES, INCLUYE LOS AGUJEROS DE TREPANACIÓN
61751,"BIOPSIA, ASPIRACIÓN O ESCICIÓN POR ESTEREOTAXIA PARA LESIONES INTRACRANEALES, INCLUYE LOS AGUJEROS DE TREPANACIÓN, CON GUÍA MEDIANTE TOMOGRAFÍA O RESONANCIA MAGNÉTICA"
61760,IMPLANTACIÓN ESTEREOTÁXICA DE ELECTRODOS PROFUNDOS DENTRO DEL CEREBRO PARA MONITOREO DE LARGO PLAZO DE CRISIS CONVULSIVAS
61770,LOCÁLIZACIÓN ESTEREOTÁXICA, INCLUYENDO AGUJEROS DE TREPANACIÓN, CON INSERCIÓN DE CATÉTERES O SONDAS PARA BRAQUITERAPIA
61781,"PROCEDIMIENTO ESTEREOTÁCTICO ASISTIDO POR COMPUTADORA (NAVEGACIÓN), CRANEAL, INTRADURAL (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO PARA EL PROCEDIMIENTO PRINCIPAL)"
61782,"PROCEDIMIENTO ESTEREOTÁCTICO ASISTIDO POR COMPUTADORA (NAVEGACIÓN), CRANEAL, EXTRADURAL (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO PARA EL PROCEDIMIENTO PRINCIPAL)"
61783,"PROCEDIMIENTO ESTEREOTÁCTICO ASISTIDO POR COMPUTADORA (NAVEGACIÓN), CRANEAL, MEDULAR (REGISTRAR SEPARADAMENTE ADEMÁS DEL CÓDIGO PARA EL PROCEDIMIENTO PRINCIPAL)"
